TOP.5fa21a5f.00008b1c	START
TOP.5fa30216.0002e1ca	user_options->example_hashes	0
TOP.5fa30216.0002e1ca	user_options->force	0
TOP.5fa30216.0002e1ca	user_options->hwmon_disable	0
TOP.5fa30216.0002e1ca	user_options->hwmon_temp_abort	90
TOP.5fa30216.0002e1ca	user_options->hash_mode	0
TOP.5fa30216.0002e1ca	user_options->hex_charset	0
TOP.5fa30216.0002e1ca	user_options->hex_salt	0
TOP.5fa30216.0002e1ca	user_options->hex_wordlist	0
TOP.5fa30216.0002e1ca	user_options->hook_threads	8
TOP.5fa30216.0002e1ca	user_options->increment	0
TOP.5fa30216.0002e1ca	user_options->increment_max	256
TOP.5fa30216.0002e1ca	user_options->increment_min	1
TOP.5fa30216.0002e1ca	user_options->keep_guessing	0
TOP.5fa30216.0002e1ca	user_options->kernel_accel	0
TOP.5fa30216.0002e1ca	user_options->kernel_loops	0
TOP.5fa30216.0002e1ca	user_options->kernel_threads	0
TOP.5fa30216.0002e1ca	user_options->keyspace	0
TOP.5fa30216.0002e1ca	user_options->left	0
TOP.5fa30216.0002e1ca	user_options->logfile_disable	0
TOP.5fa30216.0002e1ca	user_options->loopback	0
TOP.5fa30216.0002e1ca	user_options->machine_readable	0
TOP.5fa30216.0002e1ca	user_options->markov_classic	0
TOP.5fa30216.0002e1ca	user_options->markov_disable	0
TOP.5fa30216.0002e1ca	user_options->markov_threshold	256
TOP.5fa30216.0002e1ca	user_options->backend_info	0
TOP.5fa30216.0002e1ca	user_options->backend_vector_width	0
TOP.5fa30216.0002e1ca	user_options->optimized_kernel_enable	0
TOP.5fa30216.0002e1ca	user_options->outfile_autohex	1
TOP.5fa30216.0002e1ca	user_options->outfile_check_timer	5
TOP.5fa30216.0002e1ca	user_options->outfile_format	2
TOP.5fa30216.0002e1ca	user_options->wordlist_autohex_disable	0
TOP.5fa30216.0002e1ca	user_options->potfile_disable	0
TOP.5fa30216.0002e1ca	user_options->progress_only	0
TOP.5fa30216.0002e1ca	user_options->quiet	0
TOP.5fa30216.0002e1ca	user_options->remove	0
TOP.5fa30216.0002e1ca	user_options->remove_timer	60
TOP.5fa30216.0002e1ca	user_options->restore	0
TOP.5fa30216.0002e1ca	user_options->restore_disable	0
TOP.5fa30216.0002e1ca	user_options->restore_timer	60
TOP.5fa30216.0002e1ca	user_options->rp_files_cnt	0
TOP.5fa30216.0002e1ca	user_options->rp_gen	0
TOP.5fa30216.0002e1ca	user_options->rp_gen_func_max	4
TOP.5fa30216.0002e1ca	user_options->rp_gen_func_min	1
TOP.5fa30216.0002e1ca	user_options->rp_gen_seed	0
TOP.5fa30216.0002e1ca	user_options->runtime	0
TOP.5fa30216.0002e1ca	user_options->scrypt_tmto	0
TOP.5fa30216.0002e1ca	user_options->segment_size	33554432
TOP.5fa30216.0002e1ca	user_options->self_test_disable	0
TOP.5fa30216.0002e1ca	user_options->slow_candidates	0
TOP.5fa30216.0002e1ca	user_options->show	0
TOP.5fa30216.0002e1ca	user_options->speed_only	0
TOP.5fa30216.0002e1ca	user_options->spin_damp	0
TOP.5fa30216.0002e1ca	user_options->status	0
TOP.5fa30216.0002e1ca	user_options->status_json	0
TOP.5fa30216.0002e1ca	user_options->status_timer	10
TOP.5fa30216.0002e1ca	user_options->stdout_flag	0
TOP.5fa30216.0002e1ca	user_options->usage	0
TOP.5fa30216.0002e1ca	user_options->username	0
TOP.5fa30216.0002e1ca	user_options->veracrypt_pim_start	485
TOP.5fa30216.0002e1ca	user_options->veracrypt_pim_stop	485
TOP.5fa30216.0002e1ca	user_options->version	0
TOP.5fa30216.0002e1ca	user_options->workload_profile	2
TOP.5fa30216.0002e1ca	user_options->brain_client	0
TOP.5fa30216.0002e1ca	user_options->brain_client_features	2
TOP.5fa30216.0002e1ca	user_options->brain_server	0
TOP.5fa30216.0002e1ca	user_options->brain_server_timer	300
TOP.5fa30216.0002e1ca	user_options->brain_port	6863
TOP.5fa30216.0002e1ca	user_options->brain_session	0
TOP.5fa30216.0002e1ca	hashes->hashfile	..\archivos_hash\archivo_1
TOP.5fa30216.0002e1ca	hashes->hashlist_mode	5
TOP.5fa30216.0002e1ca	hashes->hashlist_format	0
TOP.5fa30216.0002e1ca	hashes->hashes_cnt	0
TOP.5fa30216.0002e1ca	hashes->digests_cnt	1000
TOP.5fa30216.0002e1ca	hashes->digests_done	78
TOP.5fa30216.0002e1ca	hashes->salts_cnt	1
TOP.5fa30216.0002e1ca	hashes->salts_done	0
TOP.5fa30216.0002e1ca	SUB.5fa30216.00087245	START
TOP.5fa30216.0002e1ca	SUB.5fa30216.00087245	straight_ctx->dict	..\diccionarios\diccionario_2.dict
TOP.5fa30216.0002e1ca	SUB.5fa30216.00087245	runtime_start	1604518422
TOP.5fa30216.0002e1ca	SUB.5fa30216.00087245	runtime_stop	1604518428
TOP.5fa30216.0002e1ca	SUB.5fa30216.00087245	status-after-work	6
TOP.5fa30216.0002e1ca	SUB.5fa30216.00087245	STOP
TOP.5fa30216.0002e1ca	proc_start	1604518422
TOP.5fa30216.0002e1ca	proc_stop	1604518429
TOP.5fa30216.0002e1ca	STOP
TOP.5fa30cb6.0003bbb5	START
TOP.5fa30cb6.0003bbb5	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa30cb6.0003bbb5	folder_config->install_dir	.
TOP.5fa30cb6.0003bbb5	folder_config->profile_dir	.
TOP.5fa30cb6.0003bbb5	folder_config->session_dir	.
TOP.5fa30cb6.0003bbb5	folder_config->shared_dir	.
TOP.5fa30cb6.0003bbb5	user_options->separator	:
TOP.5fa30cb6.0003bbb5	user_options->encoding_from	utf-8
TOP.5fa30cb6.0003bbb5	user_options->encoding_to	utf-8
TOP.5fa30cb6.0003bbb5	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\outfile_archivo_1
TOP.5fa30cb6.0003bbb5	user_options->rule_buf_l	:
TOP.5fa30cb6.0003bbb5	user_options->rule_buf_r	:
TOP.5fa30cb6.0003bbb5	user_options->session	hashcat
TOP.5fa30cb6.0003bbb5	user_options->limit	0
TOP.5fa30cb6.0003bbb5	user_options->skip	0
TOP.5fa30cb6.0003bbb5	user_options->attack_mode	0
TOP.5fa30cb6.0003bbb5	user_options->benchmark	0
TOP.5fa30cb6.0003bbb5	user_options->benchmark_all	0
TOP.5fa30cb6.0003bbb5	user_options->bitmap_max	18
TOP.5fa30cb6.0003bbb5	user_options->bitmap_min	16
TOP.5fa30cb6.0003bbb5	user_options->debug_mode	0
TOP.5fa30cb6.0003bbb5	user_options->example_hashes	0
TOP.5fa30cb6.0003bbb5	user_options->force	0
TOP.5fa30cb6.0003bbb5	user_options->hwmon_disable	0
TOP.5fa30cb6.0003bbb5	user_options->hwmon_temp_abort	90
TOP.5fa30cb6.0003bbb5	user_options->hash_mode	0
TOP.5fa30cb6.0003bbb5	user_options->hex_charset	0
TOP.5fa30cb6.0003bbb5	user_options->hex_salt	0
TOP.5fa30cb6.0003bbb5	user_options->hex_wordlist	0
TOP.5fa30cb6.0003bbb5	user_options->hook_threads	8
TOP.5fa30cb6.0003bbb5	user_options->increment	0
TOP.5fa30cb6.0003bbb5	user_options->increment_max	256
TOP.5fa30cb6.0003bbb5	user_options->increment_min	1
TOP.5fa30cb6.0003bbb5	user_options->keep_guessing	0
TOP.5fa30cb6.0003bbb5	user_options->kernel_accel	0
TOP.5fa30cb6.0003bbb5	user_options->kernel_loops	0
TOP.5fa30cb6.0003bbb5	user_options->kernel_threads	0
TOP.5fa30cb6.0003bbb5	user_options->keyspace	0
TOP.5fa30cb6.0003bbb5	user_options->left	0
TOP.5fa30cb6.0003bbb5	user_options->logfile_disable	0
TOP.5fa30cb6.0003bbb5	user_options->loopback	0
TOP.5fa30cb6.0003bbb5	user_options->machine_readable	0
TOP.5fa30cb6.0003bbb5	user_options->markov_classic	0
TOP.5fa30cb6.0003bbb5	user_options->markov_disable	0
TOP.5fa30cb6.0003bbb5	user_options->markov_threshold	256
TOP.5fa30cb6.0003bbb5	user_options->backend_info	0
TOP.5fa30cb6.0003bbb5	user_options->backend_vector_width	0
TOP.5fa30cb6.0003bbb5	user_options->optimized_kernel_enable	0
TOP.5fa30cb6.0003bbb5	user_options->outfile_autohex	1
TOP.5fa30cb6.0003bbb5	user_options->outfile_check_timer	5
TOP.5fa30cb6.0003bbb5	user_options->outfile_format	3
TOP.5fa30cb6.0003bbb5	user_options->wordlist_autohex_disable	0
TOP.5fa30cb6.0003bbb5	user_options->potfile_disable	0
TOP.5fa30cb6.0003bbb5	user_options->progress_only	0
TOP.5fa30cb6.0003bbb5	user_options->quiet	0
TOP.5fa30cb6.0003bbb5	user_options->remove	0
TOP.5fa30cb6.0003bbb5	user_options->remove_timer	60
TOP.5fa30cb6.0003bbb5	user_options->restore	0
TOP.5fa30cb6.0003bbb5	user_options->restore_disable	0
TOP.5fa30cb6.0003bbb5	user_options->restore_timer	60
TOP.5fa30cb6.0003bbb5	user_options->rp_files_cnt	0
TOP.5fa30cb6.0003bbb5	user_options->rp_gen	0
TOP.5fa30cb6.0003bbb5	user_options->rp_gen_func_max	4
TOP.5fa30cb6.0003bbb5	user_options->rp_gen_func_min	1
TOP.5fa30cb6.0003bbb5	user_options->rp_gen_seed	0
TOP.5fa30cb6.0003bbb5	user_options->runtime	0
TOP.5fa30cb6.0003bbb5	user_options->scrypt_tmto	0
TOP.5fa30cb6.0003bbb5	user_options->segment_size	33554432
TOP.5fa30cb6.0003bbb5	user_options->self_test_disable	0
TOP.5fa30cb6.0003bbb5	user_options->slow_candidates	0
TOP.5fa30cb6.0003bbb5	user_options->show	0
TOP.5fa30cb6.0003bbb5	user_options->speed_only	0
TOP.5fa30cb6.0003bbb5	user_options->spin_damp	0
TOP.5fa30cb6.0003bbb5	user_options->status	0
TOP.5fa30cb6.0003bbb5	user_options->status_json	0
TOP.5fa30cb6.0003bbb5	user_options->status_timer	10
TOP.5fa30cb6.0003bbb5	user_options->stdout_flag	0
TOP.5fa30cb6.0003bbb5	user_options->usage	0
TOP.5fa30cb6.0003bbb5	user_options->username	0
TOP.5fa30cb6.0003bbb5	user_options->veracrypt_pim_start	485
TOP.5fa30cb6.0003bbb5	user_options->veracrypt_pim_stop	485
TOP.5fa30cb6.0003bbb5	user_options->version	0
TOP.5fa30cb6.0003bbb5	user_options->workload_profile	2
TOP.5fa30cb6.0003bbb5	user_options->brain_client	0
TOP.5fa30cb6.0003bbb5	user_options->brain_client_features	2
TOP.5fa30cb6.0003bbb5	user_options->brain_server	0
TOP.5fa30cb6.0003bbb5	user_options->brain_server_timer	300
TOP.5fa30cb6.0003bbb5	user_options->brain_port	6863
TOP.5fa30cb6.0003bbb5	user_options->brain_session	0
TOP.5fa30cb6.0003bbb5	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa30cb6.0003bbb5	hashes->hashlist_mode	5
TOP.5fa30cb6.0003bbb5	hashes->hashlist_format	0
TOP.5fa30cb6.0003bbb5	hashes->hashes_cnt	0
TOP.5fa30cb6.0003bbb5	hashes->digests_cnt	1000
TOP.5fa30cb6.0003bbb5	hashes->digests_done	0
TOP.5fa30cb6.0003bbb5	hashes->salts_cnt	1
TOP.5fa30cb6.0003bbb5	hashes->salts_done	0
TOP.5fa30cb6.0003bbb5	SUB.5fa30cb6.000a1de7	START
TOP.5fa30cb6.0003bbb5	SUB.5fa30cb6.000a1de7	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa30cb6.0003bbb5	SUB.5fa30cb6.000a1de7	runtime_start	1604521142
TOP.5fa30cb6.0003bbb5	SUB.5fa30cb6.000a1de7	runtime_stop	1604521148
TOP.5fa30cb6.0003bbb5	SUB.5fa30cb6.000a1de7	status-after-work	6
TOP.5fa30cb6.0003bbb5	SUB.5fa30cb6.000a1de7	STOP
TOP.5fa30cb6.0003bbb5	proc_start	1604521142
TOP.5fa30cb6.0003bbb5	proc_stop	1604521148
TOP.5fa30cb6.0003bbb5	STOP
TOP.5fa30d42.0005a8cb	START
TOP.5fa30d42.0005a8cb	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa30d42.0005a8cb	folder_config->install_dir	.
TOP.5fa30d42.0005a8cb	folder_config->profile_dir	.
TOP.5fa30d42.0005a8cb	folder_config->session_dir	.
TOP.5fa30d42.0005a8cb	folder_config->shared_dir	.
TOP.5fa30d42.0005a8cb	user_options->separator	:
TOP.5fa30d42.0005a8cb	user_options->encoding_from	utf-8
TOP.5fa30d42.0005a8cb	user_options->encoding_to	utf-8
TOP.5fa30d42.0005a8cb	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\outfile_archivo_1
TOP.5fa30d42.0005a8cb	user_options->rule_buf_l	:
TOP.5fa30d42.0005a8cb	user_options->rule_buf_r	:
TOP.5fa30d42.0005a8cb	user_options->session	hashcat
TOP.5fa30d42.0005a8cb	user_options->limit	0
TOP.5fa30d42.0005a8cb	user_options->skip	0
TOP.5fa30d42.0005a8cb	user_options->attack_mode	0
TOP.5fa30d42.0005a8cb	user_options->benchmark	0
TOP.5fa30d42.0005a8cb	user_options->benchmark_all	0
TOP.5fa30d42.0005a8cb	user_options->bitmap_max	18
TOP.5fa30d42.0005a8cb	user_options->bitmap_min	16
TOP.5fa30d42.0005a8cb	user_options->debug_mode	0
TOP.5fa30d42.0005a8cb	user_options->example_hashes	0
TOP.5fa30d42.0005a8cb	user_options->force	0
TOP.5fa30d42.0005a8cb	user_options->hwmon_disable	0
TOP.5fa30d42.0005a8cb	user_options->hwmon_temp_abort	90
TOP.5fa30d42.0005a8cb	user_options->hash_mode	0
TOP.5fa30d42.0005a8cb	user_options->hex_charset	0
TOP.5fa30d42.0005a8cb	user_options->hex_salt	0
TOP.5fa30d42.0005a8cb	user_options->hex_wordlist	0
TOP.5fa30d42.0005a8cb	user_options->hook_threads	8
TOP.5fa30d42.0005a8cb	user_options->increment	0
TOP.5fa30d42.0005a8cb	user_options->increment_max	256
TOP.5fa30d42.0005a8cb	user_options->increment_min	1
TOP.5fa30d42.0005a8cb	user_options->keep_guessing	0
TOP.5fa30d42.0005a8cb	user_options->kernel_accel	0
TOP.5fa30d42.0005a8cb	user_options->kernel_loops	0
TOP.5fa30d42.0005a8cb	user_options->kernel_threads	0
TOP.5fa30d42.0005a8cb	user_options->keyspace	0
TOP.5fa30d42.0005a8cb	user_options->left	0
TOP.5fa30d42.0005a8cb	user_options->logfile_disable	0
TOP.5fa30d42.0005a8cb	user_options->loopback	0
TOP.5fa30d42.0005a8cb	user_options->machine_readable	0
TOP.5fa30d42.0005a8cb	user_options->markov_classic	0
TOP.5fa30d42.0005a8cb	user_options->markov_disable	0
TOP.5fa30d42.0005a8cb	user_options->markov_threshold	256
TOP.5fa30d42.0005a8cb	user_options->backend_info	0
TOP.5fa30d42.0005a8cb	user_options->backend_vector_width	0
TOP.5fa30d42.0005a8cb	user_options->optimized_kernel_enable	0
TOP.5fa30d42.0005a8cb	user_options->outfile_autohex	1
TOP.5fa30d42.0005a8cb	user_options->outfile_check_timer	5
TOP.5fa30d42.0005a8cb	user_options->outfile_format	3
TOP.5fa30d42.0005a8cb	user_options->wordlist_autohex_disable	0
TOP.5fa30d42.0005a8cb	user_options->potfile_disable	0
TOP.5fa30d42.0005a8cb	user_options->progress_only	0
TOP.5fa30d42.0005a8cb	user_options->quiet	0
TOP.5fa30d42.0005a8cb	user_options->remove	0
TOP.5fa30d42.0005a8cb	user_options->remove_timer	60
TOP.5fa30d42.0005a8cb	user_options->restore	0
TOP.5fa30d42.0005a8cb	user_options->restore_disable	0
TOP.5fa30d42.0005a8cb	user_options->restore_timer	60
TOP.5fa30d42.0005a8cb	user_options->rp_files_cnt	0
TOP.5fa30d42.0005a8cb	user_options->rp_gen	0
TOP.5fa30d42.0005a8cb	user_options->rp_gen_func_max	4
TOP.5fa30d42.0005a8cb	user_options->rp_gen_func_min	1
TOP.5fa30d42.0005a8cb	user_options->rp_gen_seed	0
TOP.5fa30d42.0005a8cb	user_options->runtime	0
TOP.5fa30d42.0005a8cb	user_options->scrypt_tmto	0
TOP.5fa30d42.0005a8cb	user_options->segment_size	33554432
TOP.5fa30d42.0005a8cb	user_options->self_test_disable	0
TOP.5fa30d42.0005a8cb	user_options->slow_candidates	0
TOP.5fa30d42.0005a8cb	user_options->show	0
TOP.5fa30d42.0005a8cb	user_options->speed_only	0
TOP.5fa30d42.0005a8cb	user_options->spin_damp	0
TOP.5fa30d42.0005a8cb	user_options->status	0
TOP.5fa30d42.0005a8cb	user_options->status_json	0
TOP.5fa30d42.0005a8cb	user_options->status_timer	10
TOP.5fa30d42.0005a8cb	user_options->stdout_flag	0
TOP.5fa30d42.0005a8cb	user_options->usage	0
TOP.5fa30d42.0005a8cb	user_options->username	0
TOP.5fa30d42.0005a8cb	user_options->veracrypt_pim_start	485
TOP.5fa30d42.0005a8cb	user_options->veracrypt_pim_stop	485
TOP.5fa30d42.0005a8cb	user_options->version	0
TOP.5fa30d42.0005a8cb	user_options->workload_profile	2
TOP.5fa30d42.0005a8cb	user_options->brain_client	0
TOP.5fa30d42.0005a8cb	user_options->brain_client_features	2
TOP.5fa30d42.0005a8cb	user_options->brain_server	0
TOP.5fa30d42.0005a8cb	user_options->brain_server_timer	300
TOP.5fa30d42.0005a8cb	user_options->brain_port	6863
TOP.5fa30d42.0005a8cb	user_options->brain_session	0
TOP.5fa30d42.0005a8cb	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa30d42.0005a8cb	hashes->hashlist_mode	5
TOP.5fa30d42.0005a8cb	hashes->hashlist_format	0
TOP.5fa30d42.0005a8cb	hashes->hashes_cnt	0
TOP.5fa30d42.0005a8cb	hashes->digests_cnt	1000
TOP.5fa30d42.0005a8cb	hashes->digests_done	0
TOP.5fa30d42.0005a8cb	hashes->salts_cnt	1
TOP.5fa30d42.0005a8cb	hashes->salts_done	0
TOP.5fa30d42.0005a8cb	SUB.5fa30d42.000ab104	START
TOP.5fa30d42.0005a8cb	SUB.5fa30d42.000ab104	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa30d42.0005a8cb	SUB.5fa30d42.000ab104	runtime_start	1604521282
TOP.5fa30d42.0005a8cb	SUB.5fa30d42.000ab104	runtime_stop	1604521287
TOP.5fa30d42.0005a8cb	SUB.5fa30d42.000ab104	status-after-work	6
TOP.5fa30d42.0005a8cb	SUB.5fa30d42.000ab104	STOP
TOP.5fa30d42.0005a8cb	proc_start	1604521282
TOP.5fa30d42.0005a8cb	proc_stop	1604521289
TOP.5fa30d42.0005a8cb	STOP
TOP.5fa30ed9.00022ab4	START
TOP.5fa30ed9.00022ab4	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa30ed9.00022ab4	folder_config->install_dir	.
TOP.5fa30ed9.00022ab4	folder_config->profile_dir	.
TOP.5fa30ed9.00022ab4	folder_config->session_dir	.
TOP.5fa30ed9.00022ab4	folder_config->shared_dir	.
TOP.5fa30ed9.00022ab4	user_options->separator	:
TOP.5fa30ed9.00022ab4	user_options->encoding_from	utf-8
TOP.5fa30ed9.00022ab4	user_options->encoding_to	utf-8
TOP.5fa30ed9.00022ab4	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\outfile_archivo_1
TOP.5fa30ed9.00022ab4	user_options->rule_buf_l	:
TOP.5fa30ed9.00022ab4	user_options->rule_buf_r	:
TOP.5fa30ed9.00022ab4	user_options->session	hashcat
TOP.5fa30ed9.00022ab4	user_options->limit	0
TOP.5fa30ed9.00022ab4	user_options->skip	0
TOP.5fa30ed9.00022ab4	user_options->attack_mode	0
TOP.5fa30ed9.00022ab4	user_options->benchmark	0
TOP.5fa30ed9.00022ab4	user_options->benchmark_all	0
TOP.5fa30ed9.00022ab4	user_options->bitmap_max	18
TOP.5fa30ed9.00022ab4	user_options->bitmap_min	16
TOP.5fa30ed9.00022ab4	user_options->debug_mode	0
TOP.5fa30ed9.00022ab4	user_options->example_hashes	0
TOP.5fa30ed9.00022ab4	user_options->force	0
TOP.5fa30ed9.00022ab4	user_options->hwmon_disable	0
TOP.5fa30ed9.00022ab4	user_options->hwmon_temp_abort	90
TOP.5fa30ed9.00022ab4	user_options->hash_mode	0
TOP.5fa30ed9.00022ab4	user_options->hex_charset	0
TOP.5fa30ed9.00022ab4	user_options->hex_salt	0
TOP.5fa30ed9.00022ab4	user_options->hex_wordlist	0
TOP.5fa30ed9.00022ab4	user_options->hook_threads	8
TOP.5fa30ed9.00022ab4	user_options->increment	0
TOP.5fa30ed9.00022ab4	user_options->increment_max	256
TOP.5fa30ed9.00022ab4	user_options->increment_min	1
TOP.5fa30ed9.00022ab4	user_options->keep_guessing	0
TOP.5fa30ed9.00022ab4	user_options->kernel_accel	0
TOP.5fa30ed9.00022ab4	user_options->kernel_loops	0
TOP.5fa30ed9.00022ab4	user_options->kernel_threads	0
TOP.5fa30ed9.00022ab4	user_options->keyspace	0
TOP.5fa30ed9.00022ab4	user_options->left	0
TOP.5fa30ed9.00022ab4	user_options->logfile_disable	0
TOP.5fa30ed9.00022ab4	user_options->loopback	0
TOP.5fa30ed9.00022ab4	user_options->machine_readable	0
TOP.5fa30ed9.00022ab4	user_options->markov_classic	0
TOP.5fa30ed9.00022ab4	user_options->markov_disable	0
TOP.5fa30ed9.00022ab4	user_options->markov_threshold	256
TOP.5fa30ed9.00022ab4	user_options->backend_info	0
TOP.5fa30ed9.00022ab4	user_options->backend_vector_width	0
TOP.5fa30ed9.00022ab4	user_options->optimized_kernel_enable	0
TOP.5fa30ed9.00022ab4	user_options->outfile_autohex	1
TOP.5fa30ed9.00022ab4	user_options->outfile_check_timer	5
TOP.5fa30ed9.00022ab4	user_options->outfile_format	3
TOP.5fa30ed9.00022ab4	user_options->wordlist_autohex_disable	0
TOP.5fa30ed9.00022ab4	user_options->potfile_disable	0
TOP.5fa30ed9.00022ab4	user_options->progress_only	0
TOP.5fa30ed9.00022ab4	user_options->quiet	0
TOP.5fa30ed9.00022ab4	user_options->remove	0
TOP.5fa30ed9.00022ab4	user_options->remove_timer	60
TOP.5fa30ed9.00022ab4	user_options->restore	0
TOP.5fa30ed9.00022ab4	user_options->restore_disable	0
TOP.5fa30ed9.00022ab4	user_options->restore_timer	60
TOP.5fa30ed9.00022ab4	user_options->rp_files_cnt	0
TOP.5fa30ed9.00022ab4	user_options->rp_gen	0
TOP.5fa30ed9.00022ab4	user_options->rp_gen_func_max	4
TOP.5fa30ed9.00022ab4	user_options->rp_gen_func_min	1
TOP.5fa30ed9.00022ab4	user_options->rp_gen_seed	0
TOP.5fa30ed9.00022ab4	user_options->runtime	0
TOP.5fa30ed9.00022ab4	user_options->scrypt_tmto	0
TOP.5fa30ed9.00022ab4	user_options->segment_size	33554432
TOP.5fa30ed9.00022ab4	user_options->self_test_disable	0
TOP.5fa30ed9.00022ab4	user_options->slow_candidates	0
TOP.5fa30ed9.00022ab4	user_options->show	0
TOP.5fa30ed9.00022ab4	user_options->speed_only	0
TOP.5fa30ed9.00022ab4	user_options->spin_damp	0
TOP.5fa30ed9.00022ab4	user_options->status	0
TOP.5fa30ed9.00022ab4	user_options->status_json	0
TOP.5fa30ed9.00022ab4	user_options->status_timer	10
TOP.5fa30ed9.00022ab4	user_options->stdout_flag	0
TOP.5fa30ed9.00022ab4	user_options->usage	0
TOP.5fa30ed9.00022ab4	user_options->username	0
TOP.5fa30ed9.00022ab4	user_options->veracrypt_pim_start	485
TOP.5fa30ed9.00022ab4	user_options->veracrypt_pim_stop	485
TOP.5fa30ed9.00022ab4	user_options->version	0
TOP.5fa30ed9.00022ab4	user_options->workload_profile	2
TOP.5fa30ed9.00022ab4	user_options->brain_client	0
TOP.5fa30ed9.00022ab4	user_options->brain_client_features	2
TOP.5fa30ed9.00022ab4	user_options->brain_server	0
TOP.5fa30ed9.00022ab4	user_options->brain_server_timer	300
TOP.5fa30ed9.00022ab4	user_options->brain_port	6863
TOP.5fa30ed9.00022ab4	user_options->brain_session	0
TOP.5fa30ed9.00022ab4	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa30ed9.00022ab4	hashes->hashlist_mode	5
TOP.5fa30ed9.00022ab4	hashes->hashlist_format	0
TOP.5fa30ed9.00022ab4	hashes->hashes_cnt	0
TOP.5fa30ed9.00022ab4	hashes->digests_cnt	1000
TOP.5fa30ed9.00022ab4	hashes->digests_done	0
TOP.5fa30ed9.00022ab4	hashes->salts_cnt	1
TOP.5fa30ed9.00022ab4	hashes->salts_done	0
TOP.5fa30ed9.00022ab4	SUB.5fa30ed9.0008451b	START
TOP.5fa30ed9.00022ab4	SUB.5fa30ed9.0008451b	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_1.dict
TOP.5fa30ed9.00022ab4	SUB.5fa30ed9.0008451b	runtime_start	1604521689
TOP.5fa30ed9.00022ab4	SUB.5fa30ed9.0008451b	runtime_stop	1604521690
TOP.5fa30ed9.00022ab4	SUB.5fa30ed9.0008451b	status-after-work	5
TOP.5fa30ed9.00022ab4	SUB.5fa30ed9.0008451b	STOP
TOP.5fa30ed9.00022ab4	proc_start	1604521689
TOP.5fa30ed9.00022ab4	proc_stop	1604521690
TOP.5fa30ed9.00022ab4	STOP
TOP.5fa31530.0000a9d8	START
TOP.5fa31530.0000a9d8	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa31530.0000a9d8	folder_config->install_dir	.
TOP.5fa31530.0000a9d8	folder_config->profile_dir	.
TOP.5fa31530.0000a9d8	folder_config->session_dir	.
TOP.5fa31530.0000a9d8	folder_config->shared_dir	.
TOP.5fa31530.0000a9d8	user_options->separator	:
TOP.5fa31530.0000a9d8	user_options->encoding_from	utf-8
TOP.5fa31530.0000a9d8	user_options->encoding_to	utf-8
TOP.5fa31530.0000a9d8	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\outfile_archivo_1
TOP.5fa31530.0000a9d8	user_options->rule_buf_l	:
TOP.5fa31530.0000a9d8	user_options->rule_buf_r	:
TOP.5fa31530.0000a9d8	user_options->session	hashcat
TOP.5fa31530.0000a9d8	user_options->limit	0
TOP.5fa31530.0000a9d8	user_options->skip	0
TOP.5fa31530.0000a9d8	user_options->attack_mode	0
TOP.5fa31530.0000a9d8	user_options->benchmark	0
TOP.5fa31530.0000a9d8	user_options->benchmark_all	0
TOP.5fa31530.0000a9d8	user_options->bitmap_max	18
TOP.5fa31530.0000a9d8	user_options->bitmap_min	16
TOP.5fa31530.0000a9d8	user_options->debug_mode	0
TOP.5fa31530.0000a9d8	user_options->example_hashes	0
TOP.5fa31530.0000a9d8	user_options->force	0
TOP.5fa31530.0000a9d8	user_options->hwmon_disable	0
TOP.5fa31530.0000a9d8	user_options->hwmon_temp_abort	90
TOP.5fa31530.0000a9d8	user_options->hash_mode	0
TOP.5fa31530.0000a9d8	user_options->hex_charset	0
TOP.5fa31530.0000a9d8	user_options->hex_salt	0
TOP.5fa31530.0000a9d8	user_options->hex_wordlist	0
TOP.5fa31530.0000a9d8	user_options->hook_threads	8
TOP.5fa31530.0000a9d8	user_options->increment	0
TOP.5fa31530.0000a9d8	user_options->increment_max	256
TOP.5fa31530.0000a9d8	user_options->increment_min	1
TOP.5fa31530.0000a9d8	user_options->keep_guessing	0
TOP.5fa31530.0000a9d8	user_options->kernel_accel	0
TOP.5fa31530.0000a9d8	user_options->kernel_loops	0
